user,review_description,rating,thumbsUpCount,review_date,developer_response,developer_response_date
chitra chaturvedi,"This app is good I had a good experience and I didn't have problem with the adds also it was quite ok , but recently the app is not working properly it doesn't show my Playlist or liked songs I have lot of them and it's getting annoying. I thought Uninstaller and again download would do but it's no avail. Please do something about it I have lot of Playlists.",2,0,2022-07-22 17:25:42,,
Rowland Ifor Julie Davies,"No way of getting back old song lists or account after reinstalling if you forget password, On a Duo account this being the extra . Think it ,the app; should be programmed to regonise your device and guide you then on . Oh well roll on the future...",3,0,2022-07-22 17:23:03,,
C.J. Spears,"The UI is terrible and always gradually gets worse over time. Once my student discount is up, I'm cancelling. I'm tired of this terrible app.",2,8,2022-07-22 16:37:15,,
Alex Siemer,it getsmy style of music quick and authors that i forgot about,5,0,2022-07-22 15:58:15,,
A Google user,"So broken. So buggy. I have to restart the app 3 times before I can tap anything, before the UI shows up. Just unusable. Such a shame because I used to live Spotify so much. Don't know why the user experience has declined so much.",2,0,2022-07-22 14:28:38,,
Scarlett Hoyle,Not sure what has changed on the app but I've noticed tonight that my play list now won't play every song on the list which as I have a playlist that is 55 hrs as I like a range of music it just plays maybe 20 songs then loops back. Please fix this cause it's quite annoying,3,0,2022-07-22 14:10:07,,
Brody Walker,It was good before but now I cant choose what song to play because it automatically shuffles this feature was free but now you have to pay 10$ a month just so you can choose what song you wanna play. This is outrageous at this point and has completely ruined Spotify for me now somehow Pandora is better PANDORA IS BETTER HOW??!?! Just because I cant choose a song without it automatically playing a song I don't wanna listen too and I don't wanna pay ten whole dollars just so I can play a song.,1,0,2022-07-22 09:11:50,,
Deeanne Walters,I love my Spotify. I love music from classical for Bubble baths ! I listen to Liberace to Rock and Roll for bangin' your head ! Thanks Quiet Riot !!! There's music for every mood ! For everyone ! It's just to bad premium isn't free. I listen to music instead of watching TV. Why watch other people doing something and getting nothing done when I could be doing something myself.,5,0,2022-07-22 08:10:34,,
Colby McLellan,"Breaking so many privacy and permission laws. I was 100 miles away from home playing Pandora and driving, my wife started playing Spotify at my home on Sonos, suddenly my phone began playing Spotify. My phone had an update that morning and I don't use Spotify, so I had never opened it or attempted to use it. Obviously Spotify has backdoor access to everyone's apps and therefore their phones/devices. I expect to see a lawsuit in the near future.",1,0,2022-07-22 03:32:31,,
evgheni chekoy,"Is this what I have been paying for? When you listen to podcasts there is commercial every 10 min. I thought that my paid subscription is paid for this reason, to do not get a commercial every 10 min. It is so frustrating that I am about to quit and leave Spotify unitl it is fixed. Overall it is a good App but those ads every 10 min on paid plans are driving me nuts.",3,0,2022-07-22 03:20:36,,
Lynnda Bui,"The recent update doesn't allow to see the unplayed podcast episodes, or the titles, as easily. I have to click into every show to see what the episoe title is and there is no longer a button to quickly mark an episode as played. The interface before the update was perfect.",2,0,2022-07-22 00:38:57,,
Mandala Apuroop,"Let it be the quality of songs, the suggestions or the usability of the UI, all the features are very attractive and lovable. Could have had more collection of old Telugu songs.",5,0,2022-07-21 23:12:34,,
No-Count Hero,This is awful. I had to Google had to turn off shuffle. Worst UI on a music streaming app I've ever tried to figure out.,1,0,2022-07-21 20:55:42,,
Lisa Boothman,"I thought about downloading this because my daughter uses it all the time, but now they've bought and ruined Heardle for everybody there's not a chance!!",1,0,2022-07-21 20:13:48,,
John Kieffer,The app requires updates too frequently and the pause and forward options disappear constantly. For the cost it should be more reliable!!!,2,1,2022-07-21 19:10:48,,
Letifa Coetzee,Amazing It's a quick and wonderful app . Works in a few seconds to find the sing I'm looking for it's just great,5,0,2022-07-21 19:07:23,,
Logos,"I have been using free spotify for 5 months or so, and I use it a LOT. The whole day I am listening to music, and my experience has been mediocre. The main problem are little inconveniences while using the app. First of all sometimes the app says I am offline, but I am NOT. Second it keeps stopping my songs at random (its not my connection). The like button stops working some times. These reoccuring issues can be solved only by REINSTALLING the app. Which is really annoying.",3,12,2022-07-21 18:50:20,,
David Hogarth,"I love Spotify. I can start with a old favourite like Zep, Floyd, CCR and Spotify gives great recommendations for other artists I might like. From that new artist I get further recommendations and so on. Its grown my listening habits considerably. As for Podcasts, last year I didn't bother with them. Now I have quite a few on the go. Great sport pods and my new favourite The Rockonteurs. With Gary Kemp and Guy Pratt.",5,0,2022-07-21 16:22:16,,
Chasten Jennings,"I'm an artist on this platform and because I choose not to pay for an upgraded account I wasn't allowed to simply click on MY song to listen to it, the Spotify system or algorithm or something forced me to listen to song after song after song of ""related music"" which is also a very flawed system. I'm an underground alternative hip hop artist and the songs I have posted on Spotify do not have any ""Pop"" elements...song yet I was forced to listen to mainstream pop for quite awhile before I gave up",3,0,2022-07-21 16:07:26,,
Akhilesh Dalia,Excellent app. I am able to listen all my old songs. I can add songs from one album to another album very easily. Not giving 5 star rating because I can't add few songs in my album all together. That one improvement is required.,4,0,2022-07-21 16:03:46,,
Matthew Pauls,"Move the cast button away from the heart button, im tired of removing my liked songs ive had for 5 years just trying to cast.",1,3,2022-07-21 15:15:25,,
Shirley Thompson,Brilliant. Love this app so much. This is all I need to access the songs I ❤ and its all I listen to. I no longer play cds as I have everything at a touch of a button here. Best thing ever.,5,0,2022-07-21 15:10:57,,
